episode,timestep,reward
1495,2976000,4418.8108
1497,2980000,4419.3074
1499,2984000,4417.8243
1501,2988000,4392.5935
1503,2992000,4423.4505
1505,2996000,4387.7645
1507,3000000,4411.3415
1509,3004000,4441.1544
1511,3008000,4459.7068
1513,3012000,4437.9097
1515,3016000,4472.9997
1517,3020000,4423.1885
1519,3024000,4420.9508
1521,3028000,4478.293
1523,3032000,4484.1844
1525,3036000,4395.0255
1527,3040000,4440.8108
1529,3044000,4433.4217
1531,3048000,4457.3197
1533,3052000,4426.9203
1535,3056000,4411.0879
1537,3060000,4447.8979
1539,3064000,4443.6999
1541,3068000,4458.4715
1543,3072000,4460.3351
1545,3076000,4451.2497
1547,3080000,4464.4019
1549,3084000,4537.4378
1551,3088000,4437.6047
1553,3092000,4520.9777
1555,3096000,4502.0522
1557,3100000,4471.9521
1559,3104000,4451.3515
1561,3108000,4464.3602
1563,3112000,4496.5157
1565,3116000,4441.5491
1567,3120000,4473.9042
1569,3124000,4441.6516
1571,3128000,4464.0978
1573,3132000,4467.8885
1575,3136000,4514.0999
1577,3140000,4467.0273
1579,3144000,4518.5273
1581,3148000,4474.3829
1583,3152000,4467.9435
1585,3156000,4417.3174
1587,3160000,4435.3577
1589,3164000,4541.5369
1591,3168000,4447.9898
1593,3172000,4462.7378
1595,3176000,4493.6495
1597,3180000,4433.2143
1599,3184000,4451.7557
1601,3188000,4482.3617
1603,3192000,4488.5145
1605,3196000,4450.9485
1607,3200000,4457.1809
1609,3204000,4468.1891
1611,3208000,4479.0711
1613,3212000,4441.8479
1615,3216000,4498.3067
1617,3220000,4451.6828
1619,3224000,4433.3621
1621,3228000,4475.6789
1623,3232000,4438.2527
1625,3236000,4489.163
1627,3240000,4443.916
1629,3244000,4460.5306
1631,3248000,4455.1019
1633,3252000,4472.4219
1635,3256000,4466.147
1637,3260000,4464.3748
1639,3264000,4479.1782
1641,3268000,4445.7376
1643,3272000,4458.4059
1645,3276000,4472.7741
1647,3280000,4518.0515
1649,3284000,4452.1326
1651,3288000,4489.075
1653,3292000,4545.3193
1655,3296000,4477.3396
1657,3300000,4496.9873
1659,3304000,4471.5714
1661,3308000,4483.9143
1663,3312000,4513.2735
1665,3316000,4450.9571
1667,3320000,4489.976
1669,3324000,4460.1616
1671,3328000,4503.0568
1673,3332000,4475.5481
1675,3336000,4442.9184
1677,3340000,4454.8782
1679,3344000,4452.2956
1681,3348000,4462.5226
1683,3352000,4449.5075
1685,3356000,4535.9448
1687,3360000,4466.7791
1689,3364000,4470.2623
1691,3368000,4490.0415
1693,3372000,4450.0498
1695,3376000,4557.3182
1697,3380000,4487.5888
1699,3384000,4478.6659
1701,3388000,4517.3542
1703,3392000,4457.7635
1705,3396000,4537.2044
1707,3400000,4483.2494
1709,3404000,4565.3241
1711,3408000,4484.6093
1713,3412000,4486.5539
1715,3416000,4474.1128
1717,3420000,4506.6274
1719,3424000,4538.2706
1721,3428000,4465.8822
1723,3432000,4509.1834
1725,3436000,4482.7177
1727,3440000,4485.9741
1729,3444000,4458.4642
1731,3448000,4466.2486
1733,3452000,4490.7035
1735,3456000,4476.1134
1737,3460000,4468.2478
1739,3464000,4453.4241
1741,3468000,4501.1681
1743,3472000,4471.8345
1745,3476000,4499.4238
1747,3480000,4488.3427
1749,3484000,4477.5776
1751,3488000,4532.3974
1753,3492000,4506.907
1755,3496000,4478.9769
1757,3500000,4546.6888
1759,3504000,4530.7112
1761,3508000,4523.5185
1763,3512000,4513.2337
1765,3516000,4502.5405
1767,3520000,4491.3915
1769,3524000,4523.7995
1771,3528000,4525.4918
1773,3532000,4524.6671
1775,3536000,4547.095
1777,3540000,4518.2114
1779,3544000,4591.1453
1781,3548000,4536.6561
1783,3552000,4489.0659
1785,3556000,4504.2775
1787,3560000,4537.5973
1789,3564000,4535.4915
1791,3568000,4511.7449
1793,3572000,4486.0548
1795,3576000,4522.5555
1797,3580000,4521.4367
1799,3584000,4541.374
1801,3588000,4542.2252
1803,3592000,4505.1366
1805,3596000,4549.8438
1807,3600000,4488.0051
1809,3604000,4576.3983
1811,3608000,4556.8672
1813,3612000,4518.9456
1815,3616000,4501.5719
1817,3620000,4544.1863
1819,3624000,4559.7122
1821,3628000,4503.3898
1823,3632000,4535.4772
1825,3636000,4485.5082
1827,3640000,4516.7662
1829,3644000,4560.1529
1831,3648000,4521.3951
1833,3652000,4468.5863
1835,3656000,4560.8526
1837,3660000,4514.5373
1839,3664000,4522.2815
1841,3668000,4528.0809
1843,3672000,4523.2077
1845,3676000,4535.6716
1847,3680000,4599.6846
1849,3684000,4547.0592
1851,3688000,4547.5156
1853,3692000,4563.8211
1855,3696000,4558.8203
1857,3700000,4544.1499
1859,3704000,4545.873
1861,3708000,4548.4516
1863,3712000,4539.6257
1865,3716000,4570.5151
1867,3720000,4548.7874
1869,3724000,4570.0538
1871,3728000,4562.8331
1873,3732000,4541.4138
1875,3736000,4587.5869
1877,3740000,4532.225
1879,3744000,4567.8403
1881,3748000,4536.9397
1883,3752000,4496.8933
1885,3756000,4576.5551
1887,3760000,4519.374
1889,3764000,4562.6685
1891,3768000,4575.9221
1893,3772000,4565.7904
1895,3776000,4507.5805
1897,3780000,4570.5991
1899,3784000,4566.8744
1901,3788000,4534.2216
1903,3792000,4534.3098
1905,3796000,4560.575
1907,3800000,4557.4247
1909,3804000,4563.041
1911,3808000,4564.2431
1913,3812000,4520.4994
1915,3816000,4580.6683
1917,3820000,4516.9291
1919,3824000,4598.1144
1921,3828000,4543.0852
1923,3832000,4575.8557
1925,3836000,4596.0373
1927,3840000,4557.5193
1929,3844000,4589.0454
1931,3848000,4566.0418
1933,3852000,4551.1589
1935,3856000,4557.7716
1937,3860000,4518.6222
1939,3864000,4593.3223
1941,3868000,4588.3866
1943,3872000,4541.1923
1945,3876000,4533.2066
1947,3880000,4525.3643
1949,3884000,4589.0092
1951,3888000,4512.0495
1953,3892000,4531.0983
1955,3896000,4574.1206
1957,3900000,4543.7321
1959,3904000,4561.082
1961,3908000,4579.72
1963,3912000,4563.6699
1965,3916000,4609.2757
1967,3920000,4527.7811
1969,3924000,4544.8875
1971,3928000,4568.5238
1973,3932000,4547.7229
1975,3936000,4500.1394
1977,3940000,4551.1749
1979,3944000,4541.8525
1981,3948000,4599.7261
1983,3952000,4538.1764
1985,3956000,4541.0103
1987,3960000,4552.9206
1989,3964000,4555.3723
1991,3968000,4557.1739
1993,3972000,4593.7647
1995,3976000,4532.7725
1997,3980000,4519.9892
1999,3984000,4541.0751
2001,3988000,4550.6638
2003,3992000,4596.0734
2005,3996000,4596.247
2007,4000000,4522.6608
2009,4004000,4573.7827
2011,4008000,4600.2472
2013,4012000,4578.5606
2015,4016000,4603.1129
2017,4020000,4593.3938
2019,4024000,4632.5662
2021,4028000,4598.7202
2023,4032000,4559.7178
2025,4036000,4565.2947
2027,4040000,4587.4385
2029,4044000,4582.9235
2031,4048000,4602.0784
2033,4052000,4610.7022
2035,4056000,4594.7607
2037,4060000,4638.4026
2039,4064000,4637.8616
2041,4068000,4605.8814
2043,4072000,4568.7283
2045,4076000,4612.7873
2047,4080000,4605.5364
2049,4084000,4604.946
2051,4088000,4643.1657
2053,4092000,4587.4696
2055,4096000,4566.8895
2057,4100000,4652.7558
2059,4104000,4588.7705
2061,4108000,4617.8793
2063,4112000,4597.7071
2065,4116000,4622.757
2067,4120000,4609.0916
2069,4124000,4611.5031
2071,4128000,4605.5937
2073,4132000,4605.504
2075,4136000,4669.8242
2077,4140000,4593.0427
2079,4144000,4628.1117
2081,4148000,4590.9061
2083,4152000,4589.8262
2085,4156000,4623.2364
2087,4160000,4565.5723
2089,4164000,4592.4838
2091,4168000,4650.8535
2093,4172000,4596.7343
2095,4176000,4625.9373
2097,4180000,4597.8786
2099,4184000,4598.4926
2101,4188000,4621.6678
2103,4192000,4623.71
2105,4196000,4610.8394
2107,4200000,4603.1404
2109,4204000,4630.0377
2111,4208000,4591.0124
2113,4212000,4603.0266
2115,4216000,4618.2047
2117,4220000,4589.3286
2119,4224000,4585.7786
2121,4228000,4590.6791
2123,4232000,4604.6471
2125,4236000,4613.3665
2127,4240000,4576.2286
2129,4244000,4581.8271
2131,4248000,4602.1732
2133,4252000,4596.7978
2135,4256000,4619.008
2137,4260000,4590.3885
2139,4264000,4604.2242
2141,4268000,4695.0585
2143,4272000,4603.5497
2145,4276000,4626.4268
2147,4280000,4612.39
2149,4284000,4634.3622
2151,4288000,4619.3301
2153,4292000,4606.2816
2155,4296000,4614.5369
2157,4300000,4619.3653
2159,4304000,4624.5451
2161,4308000,4604.6305
2163,4312000,4608.4428
2165,4316000,4605.9808
2167,4320000,4600.8942
2169,4324000,4600.2701
2171,4328000,4640.2187
2173,4332000,4614.5285
2175,4336000,4606.3324
2177,4340000,4628.0506
2179,4344000,4571.0421
2181,4348000,4636.0749
2183,4352000,4607.5439
2185,4356000,4588.9582
2187,4360000,4605.8692
2189,4364000,4611.9399
2191,4368000,4621.4125
2193,4372000,4659.2536
2195,4376000,4592.5391
2197,4380000,4645.0523
2199,4384000,4600.6906
2201,4388000,4595.9335
2203,4392000,4682.7
2205,4396000,4616.0363
2207,4400000,4623.6039
2209,4404000,4581.6011
2211,4408000,4631.5
2213,4412000,4585.7555
2215,4416000,4613.7863
2217,4420000,4624.5023
2219,4424000,4584.6784
2221,4428000,4567.9155
2223,4432000,4588.3562
2225,4436000,4620.2739
2227,4440000,4604.4106
2229,4444000,4586.203
2231,4448000,4666.1282
2233,4452000,4612.221
2235,4456000,4581.6516
2237,4460000,4609.7047
2239,4464000,4574.6495
2241,4468000,4629.4102
2243,4472000,4633.2665
2245,4476000,4594.2785
2247,4480000,4642.0408
2249,4484000,4624.5259
2251,4488000,4631.491
2253,4492000,4595.4879
2255,4496000,4647.4276
2257,4500000,4619.8438
2259,4504000,4668.718
2261,4508000,4645.116
2263,4512000,4661.412
2265,4516000,4628.4916
2267,4520000,4634.3268
2269,4524000,4655.8645
2271,4528000,4592.8165
2273,4532000,4617.6388
2275,4536000,4656.8198
2277,4540000,4608.9237
2279,4544000,4692.6833
